B-SPBN-FKDE-Linear,B-SPBN-FKDE-Simple,B-SPBN-Linear,B-SPBN-Simple,SPBN
0.8,1.0,0.0,0.2,0.0
0.0,0.2,0.0,0.2,0.0
0.6,0.4,0.0,0.0,0.0
0.6,0.2,0.0,0.0,0.0
2.4,1.8,0.8,0.8,1.6
0.0,1.2,0.4,0.0,0.4
1.2,1.0,0.6,0.4,0.6
2.0,2.4,0.8,0.4,1.6
0.0,0.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.4,0.0,0.0,0.0
1.0,1.0,1.0,2.0,1.6
0.6,1.2,1.0,0.4,0.8
0.4,1.0,0.0,1.4,0.2
